연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
885,복합,5호선,천호(5)역,547-123,22.41,식음료,2022-11-05,2027-11-04,2656145,
886,복합,5호선,천호(5)역,547-124,23.42,편의점,2022-11-05,2027-11-04,2775855,
887,복합,5호선,천호(5)역,547-125,19.59,식음료,2022-11-05,2027-11-04,2321905,
888,복합,5호선,천호(5)역,547-126,38.7,사무실,2022-11-05,2027-11-04,1309027,
889,복합,5호선,천호(5)역,547-127,23.92,기타,2022-11-05,2027-11-04,3185944,
890,복합,5호선,천호(5)역,547-128,47.55,패션잡화,2022-11-05,2027-11-04,6333264,
891,복합,5호선,천호(5)역,547-201,22.38,패션잡화,2022-11-05,2027-11-04,2069963,
892,복합,5호선,천호(5)역,547-202,56.22,패션잡화,2022-11-05,2027-11-04,5199881,
893,복합,5호선,천호(5)역,547-203,238.24,식음료,2022-11-05,2027-11-04,22035215,
894,개별(일반),5호선,강동역,548-101,15,식음료,2020-03-02,2025-04-01,2842500,
895,개별(일반),5호선,강동역,548-102,15,패션잡화,2019-12-20,2025-01-18,2638000,
896,네트워크,5호선,강동역,548-103,57.26,편의점,2023-09-22,2028-10-04,6532500,
897,개별(일반),5호선,강동역,548-104,24.44,패션잡화,2020-10-23,2025-11-22,1880000,
898,공실,5호선,강동역,548-302,31.58,,,,,2단계. 시설물 점검
899,임대진행,5호선,강동역,548-303,20.44,,,,,3단계. 감정평가
900,공실,5호선,강동역,548-304,96.47,,,,,1단계. 사업계획 수립중
901,공실,5호선,강동역,548-305,202.41,,,,,1단계. 사업계획 수립중
902,공실,5호선,강동역,548-306,16.4,,,,,1단계. 사업계획 수립중
903,네트워크,5호선,길동역,549-101,31.82,편의점,2023-09-22,2028-10-04,2281500,
904,네트워크,5호선,굽은다리역,550-101,30,편의점,2023-09-22,2028-10-04,3607500,
905,네트워크,5호선,굽은다리역,550-102,14.5,기타,2022-09-07,2028-02-04,196467,
906,네트워크,5호선,굽은다리역,550-103,34.43,식음료,2024-01-15,2029-03-25,1730736,
907,개별(일반),5호선,굽은다리역,550-104,34.43,패션잡화,2020-09-18,2025-10-18,2516600,
908,공실,5호선,굽은다리역,550-105,23,,,,,2단계. 시설물 점검
909,네트워크,5호선,명일역,551-101,30,편의점,2023-09-22,2028-10-04,3412500,
910,개별(일반),5호선,명일역,551-102,44.27,패션잡화,2018-10-23,2028-11-21,2373300,
911,개별(일반),5호선,명일역,551-103,25.05,무인프린트,2022-10-31,2027-11-30,894900,
912,네트워크,5호선,명일역,551-104,29.77,기타,2023-06-05,2028-08-14,1067719,
913,네트워크,5호선,고덕역,552-101,28.62,편의점,2023-09-22,2028-10-04,3354000,
914,개별(일반),5호선,고덕역,552-102,42.94,식음료,2022-12-15,2028-01-14,5555500,
915,네트워크,5호선,상일동역,553-101,31.46,편의점,2023-09-22,2028-10-04,3588000,
916,개별(일반),5호선,상일동역,553-103,17.92,식음료,2017-09-16,2024-10-15,1201900,
917,네트워크,5호선,둔촌동역,554-101,29,편의점,2023-09-22,2028-10-04,3295500,
918,개별(일반),5호선,둔촌동역,554-102,28.71,식음료,2023-05-19,2028-06-18,2273000,
919,개별(일반),5호선,둔촌동역,554-103,13.5,식음료,2019-12-21,2025-01-19,2065000,
920,네트워크,5호선,둔촌동역,554-104,31.17,식음료,2024-01-15,2029-03-25,2637312,
921,개별(일반),5호선,둔촌동역,554-105,49.53,패션잡화,2023-05-26,2028-06-25,3900000,
922,네트워크,5호선,올림픽공원역,555-201,37.2,편의점,2023-09-22,2028-10-04,2437500,
923,개별(일반),5호선,방이역,556-101,19.3,패션잡화,2022-04-28,2027-05-28,1030000,
924,네트워크,5호선,방이역,556-102,36.48,편의점,2023-09-22,2028-10-04,3978000,
925,네트워크,5호선,오금(5)역,557-101,27.38,편의점,2023-09-22,2028-10-04,2691000,
926,네트워크,5호선,개롱역,558-101,40,편의점,2023-09-22,2028-10-04,3490500,
927,네트워크,5호선,거여역,559-101,28.98,편의점,2023-09-22,2028-10-04,3159000,
928,네트워크,5호선,마천역,560-201,30,편의점,2023-09-22,2028-10-04,2944500,
929,공실,5호선,강일역,561-201,72.56,,,,,1단계. 사업계획 수립중
930,공실,5호선,강일역,561-202,91.96,,,,,1단계. 사업계획 수립중
931,네트워크,6호선,응암역,610-101,34.64,식음료,2021-09-06,2026-11-05,7940972,
932,네트워크,6호선,응암역,610-102,30,기타,2023-06-05,2028-08-14,2032373,
933,네트워크,6호선,응암역,610-103,50,식음료,2022-12-02,2028-04-01,3959838,
934,네트워크,6호선,응암역,610-104,31,화장품,2022-08-01,2027-12-29,2214894,
935,개별(일반),6호선,응암역,610-105,15,패션잡화,2022-10-25,2027-11-24,1562000,
936,네트워크,6호선,응암역,610-201,38.8,편의점,2022-02-03,2027-05-04,12005352,
937,네트워크,6호선,역촌역,611-101,31.5,편의점,2022-02-03,2027-05-04,2585123,
938,임대진행,6호선,역촌역,611-102,72,,,,,5단계. 입찰공고
939,임대진행,6호선,역촌역,611-103,37,,,,,5단계. 입찰공고
940,임대진행,6호선,역촌역,611-104,37,,,,,5단계. 입찰공고
941,개별(일반),6호선,불광(6)역,612-101,43,기타,2020-02-24,2025-02-24,495000,
942,임대진행,6호선,불광(6)역,612-103,47,,,,,4단계. 방침수립
943,네트워크,6호선,불광(6)역,612-202,30,편의점,2022-02-03,2027-05-04,898305,
944,네트워크,6호선,독바위역,613-101,31.3,편의점,2022-02-03,2027-05-04,1839752,
945,네트워크,6호선,연신내(6)역,614-101,44,편의점,2022-02-03,2027-05-04,8734634,
946,개별(일반),6호선,연신내(6)역,614-301,12,식음료,2020-02-24,2025-03-25,1386900,
947,공실,6호선,연신내(6)역,614-302,26.6,,,,,1단계. 사업계획 수립중
948,네트워크,6호선,구산역,615-101,33.2,편의점,2022-02-03,2027-05-04,5228359,
949,개별(일반),6호선,구산역,615-103,30,패션잡화,2024-05-02,2029-06-01,1700500,
950,네트워크,6호선,구산역,615-104,33,밀키트,2023-06-23,2028-09-01,898612,
951,공실,6호선,새절역,616-101,43.6,,,,,1단계. 사업계획 수립중
952,네트워크,6호선,새절역,616-102,25,편의점,2022-02-03,2027-05-04,6460036,
953,개별(일반),6호선,새절역,616-103,30.14,패션잡화,2021-03-18,2026-04-17,3780000,
954,개별(일반),6호선,새절역,616-104,26,패션잡화,2018-10-23,2028-11-21,3604600,
955,네트워크,6호선,증산역,617-101,28,편의점,2022-02-03,2027-05-04,5775771,
956,공실,6호선,증산역,617-102,31,,,,,1단계. 사업계획 수립중
957,네트워크,6호선,증산역,617-103,37,기타,2022-09-07,2028-02-04,1768200,
958,네트워크,6호선,증산역,617-104,29,화장품,2022-08-01,2027-12-29,1414221,
959,개별(일반),6호선,증산역,617-105,48,패션잡화,2024-05-24,2029-06-23,2650000,
960,개별(일반),6호선,디지털미디어시티역,618-003,95.86,의약업,2016-10-20,2027-01-18,3882000,
961,개별(대형),6호선,디지털미디어시티역,618-004,212.39,의약업,2016-10-21,2027-01-19,4970000,
962,네트워크,6호선,디지털미디어시티역,618-101,31.64,패션잡화,2023-07-17,2028-08-31,1805480,
963,네트워크,6호선,디지털미디어시티역,618-102,33,편의점,2022-02-03,2027-05-04,4574703,
964,개별(일반),6호선,디지털미디어시티역,618-103,30,패션잡화,2023-10-12,2028-11-11,1350000,
