"동별(1)",동별(2),2023. 09,2023. 09,2023. 09,2023. 09,2023. 09,2023. 09,2023. 09,2023. 09,2023. 09,2023. 09,2023. 09
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,72304,37883,14369,10260,7340,1845,445,105,33,10,14
"종로구",사직동,4553,2298,933,654,511,112,27,12,2,1,3
"종로구",삼청동,1116,545,261,139,110,43,14,3,1,-,-
"종로구",부암동,4141,1667,984,763,529,145,37,11,4,-,1
"종로구",평창동,7157,2285,1754,1477,1170,350,86,20,12,-,3
"종로구",무악동,3015,701,744,705,675,153,27,7,-,1,2
"종로구",교남동,4343,1625,1045,892,633,124,14,8,1,1,-
"종로구",가회동,1924,930,405,322,195,52,16,3,-,-,1
"종로구",종로1.2.3.4가동,4955,3969,497,265,171,35,15,2,-,1,-
"종로구",종로5.6가동,3588,2569,501,298,174,36,7,3,-,-,-
"종로구",이화동,4269,2778,733,413,256,66,17,2,2,1,1
"종로구",창신1동,2662,1583,553,317,145,49,11,4,-,-,-
"종로구",창신2동,3998,2045,963,532,349,80,26,2,1,-,-
"종로구",창신3동,2775,942,732,591,384,105,18,3,-,-,-
"종로구",숭인1동,2994,1497,689,437,283,67,20,1,-,-,-
"종로구",숭인2동,6562,4734,978,473,294,71,9,3,-,-,-
"종로구",청운효자동,5063,1963,1172,969,714,180,45,12,5,3,-
"종로구",혜화동,9189,5752,1425,1013,747,177,56,9,5,2,3
"중구",소계,64609,34400,14073,8711,5641,1325,320,87,32,7,13
"중구",소공동,1249,748,235,158,88,12,4,2,1,-,1
"중구",회현동,2522,1528,456,283,183,52,10,8,1,1,-
"중구",명동,1425,994,219,117,69,17,2,3,1,1,2
"중구",필동,2504,1687,420,206,136,40,10,3,1,-,1
"중구",장충동,2868,1945,458,233,164,47,14,4,1,1,1
"중구",광희동,3887,2819,590,280,140,34,17,5,2,-,-
"중구",을지로동,2075,1540,324,132,66,9,4,-,-,-,-
"중구",신당5동,5352,2778,1216,713,497,115,21,7,3,2,-
"중구",황학동,7439,4409,1578,831,489,104,20,6,-,1,1
"중구",중림동,5820,2632,1301,1006,673,163,36,6,3,-,-
"중구",신당동,4728,3146,869,399,225,68,16,3,2,-,-
"중구",다산동,6822,3326,1634,998,681,137,31,9,4,-,2
"중구",약수동,7760,3166,2118,1440,805,163,48,16,1,-,3
"중구",청구동,6181,2566,1603,1060,722,182,39,5,2,1,1
"중구",동화동,3977,1116,1052,855,703,182,48,10,10,-,1
"용산구",소계,109360,54183,23956,16220,11338,2755,660,170,44,16,18
"용산구",후암동,8275,4250,1802,1183,756,214,42,21,3,-,4
"용산구",용산2가동,5061,2816,1197,596,332,93,23,3,1,-,-
"용산구",남영동,4890,3751,605,296,180,47,7,3,-,-,1
"용산구",원효로2동,6222,2530,1442,1136,846,199,45,15,4,2,3
"용산구",효창동,4724,1755,1184,869,706,147,48,8,2,4,1
"용산구",용문동,5326,2121,1346,1020,655,145,28,6,5,-,-
"용산구",이촌1동,9140,1838,2239,2409,2054,458,104,23,9,3,3
"용산구",이촌2동,3605,1325,999,701,437,111,24,8,-,-,-
"용산구",이태원1동,3436,1976,742,406,235,53,21,2,1,-,-
"용산구",이태원2동,4843,2726,1069,586,340,83,32,5,2,-,-
"용산구",서빙고동,5106,1684,1197,929,924,289,64,16,3,-,-
"용산구",보광동,6863,3760,1606,863,507,102,21,2,1,1,-
"용산구",청파동,11183,7013,2140,1072,699,196,47,10,1,2,3
"용산구",원효로1동,9353,5198,1849,1245,840,176,33,7,3,1,1
"용산구",한강로동,11327,6104,2353,1566,1019,208,54,16,5,1,1
"용산구",한남동,10006,5336,2186,1343,808,234,67,25,4,2,1
"성동구",소계,133366,58997,30342,23217,16432,3347,783,180,45,14,9
"성동구",왕십리2동,7388,2996,1713,1398,996,209,59,12,3,1,1
"성동구",마장동,10893,5355,2335,1631,1200,262,88,11,5,3,3
"성동구",사근동,8250,6208,980,540,415,88,11,8,-,-,-
"성동구",행당1동,6474,2850,1367,1189,849,176,30,9,3,1,-
"성동구",행당2동,9251,2481,2493,2208,1667,309,72,14,4,1,2
"성동구",응봉동,5951,1609,1471,1415,1174,224,41,12,4,1,-
"성동구",금호1가동,6528,2292,1661,1399,923,195,41,12,4,1,-
"성동구",금호4가동,6403,2336,1665,1336,857,162,38,8,1,-,-
"성동구",성수1가1동,7451,3284,1742,1260,929,179,46,8,3,-,-
"성동구",성수1가2동,5954,2797,1337,961,676,139,33,8,2,1,-
"성동구",성수2가1동,7672,3898,1744,1108,727,146,38,9,2,-,-
"성동구",성수2가3동,5266,2757,1096,698,546,128,32,8,1,-,-
"성동구",송정동,5407,3000,1155,666,451,110,18,5,-,2,-
"성동구",용답동,7627,5193,1268,608,433,91,30,2,-,1,1
"성동구",왕십리도선동,12216,5169,2697,2218,1695,328,81,21,5,1,1
"성동구",금호2.3가동,9871,3572,2622,2020,1320,264,48,19,5,-,1
"성동구",옥수동,10764,3200,2996,2562,1574,337,77,14,3,1,-
"광진구",소계,170388,85108,35450,25394,19384,3882,858,228,60,13,11
"광진구",화양동,18340,15154,1950,702,416,86,24,6,1,-,1
"광진구",군자동,11375,7062,2068,1264,777,149,39,12,3,1,-
"광진구",중곡1동,8606,4838,1921,1060,625,126,26,9,-,1,-
"광진구",중곡2동,10587,5210,2474,1555,1041,239,53,11,3,1,-
"광진구",중곡3동,8533,4468,2047,1111,705,174,19,7,2,-,-
"광진구",중곡4동,13068,5412,3358,2285,1558,341,82,25,5,1,1
"광진구",능동,6462,3883,1292,695,442,107,36,6,1,-,-
"광진구",구의1동,13125,7628,2610,1550,1041,239,45,9,1,-,2
"광진구",구의2동,11486,4390,2776,2149,1689,366,79,28,4,1,4
"광진구",구의3동,12069,4389,2723,2442,2021,383,87,18,5,-,1
"광진구",광장동,11842,2291,2104,3188,3511,582,124,26,14,2,-
"광진구",자양1동,12031,6646,2559,1463,1083,223,40,12,3,2,-
"광진구",자양2동,10886,4389,2590,2050,1447,317,68,18,7,-,-
"광진구",자양3동,10996,3251,2606,2488,2134,382,91,31,8,4,1
"광진구",자양4동,10982,6097,2372,1392,894,168,45,10,3,-,1
"동대문구",소계,173091,86636,36244,25871,18822,4292,944,204,50,20,8
"동대문구",회기동,6696,4729,897,528,423,91,24,2,1,-,1
"동대문구",휘경1동,7767,4651,1328,888,691,163,38,6,-,2,-
"동대문구",휘경2동,12772,6871,2459,1705,1336,323,62,11,2,2,1
"동대문구",청량리동,10122,5341,2326,1337,852,201,50,10,3,2,-
"동대문구",용신동,21730,12855,4006,2584,1817,362,85,16,3,2,-
"동대문구",제기동,13240,7751,2590,1555,1027,228,70,13,3,1,2
