"동별(1)",동별(2),2022. 03,2022. 03,2022. 03,2022. 03,2022. 03,2022. 03,2022. 03,2022. 03,2022. 03,2022. 03,2022. 03
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,73766,38336,14540,10362,7862,2007,479,115,43,12,10
"종로구",사직동,4679,2336,955,703,511,116,36,18,1,-,3
"종로구",삼청동,1227,627,257,156,128,39,15,5,-,-,-
"종로구",부암동,4242,1680,998,769,577,167,38,7,3,1,2
"종로구",평창동,7493,2448,1843,1481,1271,335,82,15,14,3,1
"종로구",무악동,3071,720,713,739,701,164,22,10,-,1,1
"종로구",교남동,4444,1666,1057,906,644,129,30,8,2,2,-
"종로구",가회동,1987,957,429,301,215,58,20,4,2,-,1
"종로구",종로1.2.3.4가동,5291,4233,526,283,183,46,13,5,2,-,-
"종로구",종로5.6가동,3407,2453,494,255,160,37,7,1,-,-,-
"종로구",이화동,4350,2795,750,423,288,69,16,5,2,2,-
"종로구",창신1동,2873,1756,562,296,179,60,16,4,-,-,-
"종로구",창신2동,4050,2011,961,555,383,111,24,3,2,-,-
"종로구",창신3동,2792,941,707,597,400,120,24,1,2,-,-
"종로구",숭인1동,2984,1477,674,436,300,76,18,2,1,-,-
"종로구",숭인2동,6363,4492,954,490,331,78,13,5,-,-,-
"종로구",청운효자동,5236,2019,1181,988,777,206,47,8,7,3,-
"종로구",혜화동,9277,5725,1479,984,814,196,58,14,5,-,2
"중구",소계,63767,33177,13909,8790,5943,1449,365,87,25,4,18
"중구",소공동,1312,807,240,169,75,14,3,2,1,-,1
"중구",회현동,2715,1663,471,297,210,52,11,9,1,1,-
"중구",명동,1530,1074,226,123,76,19,4,3,2,-,3
"중구",필동,2493,1667,401,232,138,44,9,-,1,-,1
"중구",장충동,2806,1864,449,238,179,56,15,1,1,-,3
"중구",광희동,3405,2368,533,297,146,41,16,1,2,-,1
"중구",을지로동,1354,1108,155,53,25,10,2,1,-,-,-
"중구",신당5동,5369,2743,1215,724,523,131,24,6,2,1,-
"중구",황학동,7186,4123,1542,866,514,102,26,11,-,1,1
"중구",중림동,5673,2468,1292,1003,703,162,34,11,-,-,-
"중구",신당동,4784,3127,872,439,254,66,20,4,2,-,-
"중구",다산동,6916,3308,1673,1003,712,168,38,9,3,-,2
"중구",약수동,7842,3139,2155,1395,875,198,62,11,3,-,4
"중구",청구동,6309,2554,1639,1095,777,186,48,5,3,1,1
"중구",동화동,4073,1164,1046,856,736,200,53,13,4,-,1
"용산구",소계,111207,54631,23895,16646,12195,2867,712,173,54,16,18
"용산구",후암동,8472,4247,1830,1252,849,218,47,18,5,2,4
"용산구",용산2가동,5243,2893,1207,637,382,98,20,5,1,-,-
"용산구",남영동,5194,3993,624,304,207,41,15,7,2,-,1
"용산구",원효로2동,6048,2328,1372,1151,919,199,60,13,1,1,4
"용산구",효창동,4407,1637,1079,801,667,168,41,9,2,2,1
"용산구",용문동,5400,2127,1313,1035,729,149,36,7,2,2,-
"용산구",이촌1동,9541,2097,2277,2403,2150,459,111,30,10,3,1
"용산구",이촌2동,3685,1329,993,737,467,119,29,9,2,-,-
"용산구",이태원1동,3604,2086,755,429,254,55,19,4,2,-,-
"용산구",이태원2동,4923,2697,1102,636,347,105,29,5,2,-,-
"용산구",서빙고동,5301,1805,1170,939,997,312,63,12,2,1,-
"용산구",보광동,7388,4063,1648,940,571,130,30,4,2,-,-
"용산구",청파동,11173,6879,2069,1150,804,205,48,11,2,1,4
"용산구",원효로1동,8214,4160,1732,1209,889,175,33,9,4,2,1
"용산구",한강로동,11685,6345,2417,1592,1055,201,54,13,7,-,1
"용산구",한남동,10929,5945,2307,1431,908,233,77,17,8,2,1
"성동구",소계,134533,58352,30207,23742,17590,3567,791,204,56,15,9
"성동구",왕십리2동,7408,2945,1718,1389,1072,205,63,10,4,1,1
"성동구",마장동,11076,5329,2398,1675,1292,283,72,13,10,2,2
"성동구",사근동,8140,6057,982,534,433,108,16,9,1,-,-
"성동구",행당1동,6513,2813,1410,1172,890,174,39,11,3,1,-
"성동구",행당2동,9221,2398,2437,2200,1757,332,70,20,4,2,1
"성동구",응봉동,6041,1661,1421,1428,1240,226,45,11,7,1,1
"성동구",금호1가동,6521,2170,1666,1442,990,200,41,11,1,-,-
"성동구",금호4가동,6355,2275,1611,1351,907,164,36,9,2,-,-
"성동구",성수1가1동,7785,3354,1793,1328,1056,197,45,6,6,-,-
"성동구",성수1가2동,6105,2827,1344,1023,715,160,28,6,1,1,-
"성동구",성수2가1동,8136,4115,1808,1187,812,166,36,8,3,1,-
