"동별(1)",동별(2),2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01,2023. 01
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,72479,37679,14445,10250,7560,1916,458,122,31,7,11
"종로구",사직동,4592,2329,923,664,510,112,32,18,2,-,2
"종로구",삼청동,1144,558,257,144,127,40,13,5,-,-,-
"종로구",부암동,4123,1630,977,764,546,152,39,11,2,-,2
"종로구",평창동,7253,2316,1799,1463,1221,333,85,23,11,-,2
"종로구",무악동,3013,704,735,700,684,157,22,9,-,1,1
"종로구",교남동,4382,1644,1053,896,632,128,19,8,-,2,-
"종로구",가회동,1943,927,416,315,207,53,18,5,1,-,1
"종로구",종로1.2.3.4가동,4927,3928,498,274,173,38,11,3,1,1,-
"종로구",종로5.6가동,3530,2535,492,280,176,38,7,2,-,-,-
"종로구",이화동,4295,2767,754,416,266,66,19,4,1,2,-
"종로구",창신1동,2702,1612,563,291,164,55,12,5,-,-,-
"종로구",창신2동,3997,2004,949,553,365,96,26,2,2,-,-
"종로구",창신3동,2773,938,706,589,398,117,22,2,1,-,-
"종로구",숭인1동,2970,1479,676,431,292,71,19,2,-,-,-
"종로구",숭인2동,6569,4708,975,484,311,74,15,2,-,-,-
"종로구",청운효자동,5129,1962,1193,986,732,194,46,9,6,1,-
"종로구",혜화동,9137,5638,1479,1000,756,192,53,12,4,-,3
"중구",소계,63123,32973,13834,8688,5789,1367,332,92,27,5,16
"중구",소공동,1268,763,236,168,81,9,7,2,1,-,1
"중구",회현동,2563,1541,449,303,197,51,11,9,1,1,-
"중구",명동,1445,1011,207,120,81,13,5,4,1,-,3
"중구",필동,2418,1600,414,207,141,44,8,3,-,-,1
"중구",장충동,2812,1901,432,242,170,47,14,2,1,-,3
"중구",광희동,3438,2426,534,274,145,34,20,3,2,-,-
"중구",을지로동,1294,1065,148,48,22,8,3,-,-,-,-
"중구",신당5동,5341,2740,1227,711,518,118,19,6,1,1,-
"중구",황학동,7244,4178,1566,855,508,105,21,9,-,1,1
"중구",중림동,5728,2523,1296,1003,705,160,29,9,3,-,-
"중구",신당동,4797,3181,870,416,242,62,20,5,1,-,-
"중구",다산동,6820,3273,1658,994,692,150,40,8,2,1,2
"중구",약수동,7779,3127,2141,1429,826,190,47,15,1,-,3
"중구",청구동,6183,2529,1614,1063,740,184,43,6,2,1,1
"중구",동화동,3993,1115,1042,855,721,192,45,11,11,-,1
"용산구",소계,109734,53988,23823,16450,11727,2793,692,179,48,17,17
"용산구",후암동,8280,4164,1823,1202,810,209,40,22,5,1,4
"용산구",용산2가동,5071,2814,1173,615,355,90,20,3,1,-,-
"용산구",남영동,4990,3818,615,294,197,44,14,7,-,1,-
"용산구",원효로2동,6107,2413,1381,1147,884,205,58,12,3,1,3
"용산구",효창동,4690,1706,1169,870,723,159,48,9,3,2,1
"용산구",용문동,5313,2119,1295,1040,666,149,33,7,2,2,-
"용산구",이촌1동,9154,1861,2215,2372,2111,439,112,29,10,3,2
"용산구",이촌2동,3606,1300,977,733,444,118,25,9,-,-,-
"용산구",이태원1동,3464,1985,743,411,245,56,21,2,1,-,-
"용산구",이태원2동,4831,2680,1074,599,351,90,33,2,2,-,-
"용산구",서빙고동,5122,1710,1174,926,928,303,60,18,3,-,-
"용산구",보광동,7080,3866,1630,916,527,114,23,3,-,1,-
"용산구",청파동,11108,6899,2099,1099,749,199,45,13,1,1,3
"용산구",원효로1동,9219,5022,1852,1264,854,180,32,9,4,1,1
"용산구",한강로동,11353,6105,2345,1593,1034,201,54,13,5,1,2
"용산구",한남동,10346,5526,2258,1369,849,237,74,21,8,3,1
"성동구",소계,133293,58184,30214,23412,17011,3437,773,182,53,16,11
"성동구",왕십리2동,7406,2985,1698,1396,1039,208,64,11,3,1,1
"성동구",마장동,10897,5244,2356,1658,1265,268,82,11,8,2,3
"성동구",사근동,8093,6030,974,547,424,98,11,9,-,-,-
"성동구",행당1동,6443,2810,1374,1193,850,171,30,10,4,1,-
"성동구",행당2동,9232,2459,2457,2191,1710,317,70,21,4,1,2
"성동구",응봉동,5950,1612,1456,1403,1196,218,47,10,5,2,1
"성동구",금호1가동,6530,2218,1671,1426,963,196,43,9,3,1,-
"성동구",금호4가동,6315,2246,1647,1339,869,172,34,6,2,-,-
"성동구",성수1가1동,7609,3265,1797,1315,986,192,44,5,5,-,-
"성동구",성수1가2동,5952,2754,1345,971,697,143,31,7,3,1,-
"성동구",성수2가1동,7910,4001,1766,1171,773,158,31,6,3,1,-
"성동구",성수2가3동,5335,2793,1095,715,553,142,26,9,1,-,1
"성동구",송정동,5444,2980,1144,694,476,125,19,5,-,1,-
"성동구",용답동,7345,4955,1210,610,440,94,28,6,-,-,2
"성동구",왕십리도선동,12134,5073,2649,2223,1736,341,81,24,5,1,1
"성동구",금호2.3가동,9942,3588,2582,2060,1363,277,51,16,4,1,-
"성동구",옥수동,10756,3171,2993,2500,1671,317,81,17,3,3,-
"광진구",소계,169416,83891,35145,25336,19816,4015,904,222,60,14,13
"광진구",화양동,18200,14988,1945,696,443,90,28,8,-,1,1
"광진구",군자동,11402,7027,2046,1313,797,161,42,11,3,1,1
"광진구",중곡1동,8537,4733,1888,1075,661,142,28,10,-,-,-
"광진구",중곡2동,10659,5149,2514,1589,1092,243,58,9,4,1,-
"광진구",중곡3동,8534,4388,2069,1122,749,174,21,8,3,-,-
"광진구",중곡4동,13126,5372,3351,2319,1626,350,82,21,3,1,1
"광진구",능동,6415,3792,1291,725,452,113,35,6,1,-,-
"광진구",구의1동,13096,7508,2643,1560,1080,245,50,7,1,-,2
"광진구",구의2동,11502,4370,2721,2176,1725,384,86,31,5,-,4
"광진구",구의3동,12091,4315,2703,2472,2084,394,94,19,9,-,1
"광진구",광장동,11800,2270,2086,3116,3557,604,126,26,11,2,2
"광진구",자양1동,11911,6563,2489,1501,1070,234,40,9,3,2,-
"광진구",자양2동,10883,4309,2615,2046,1488,326,72,20,5,1,1
"광진구",자양3동,11017,3201,2611,2421,2244,397,101,27,11,4,-
"광진구",자양4동,10243,5906,2173,1205,748,158,41,10,1,1,-
"동대문구",소계,169716,84422,35495,25451,18749,4365,930,218,59,19,8
"동대문구",회기동,6696,4693,925,515,439,95,22,4,2,-,1
"동대문구",휘경1동,7781,4659,1295,901,712,168,37,7,1,1,-
"동대문구",휘경2동,12224,6454,2256,1711,1408,314,60,16,3,1,1
"동대문구",청량리동,9733,4914,2295,1339,894,222,55,11,3,-,-
"동대문구",용신동,20174,12356,3651,2239,1511,325,72,17,2,1,-
"동대문구",제기동,13424,7681,2662,1641,1079,278,61,15,4,2,1
"동대문구",전농1동,14747,7445,3176,2193,1500,340,61,24,6,1,1
"동대문구",전농2동,7545,2337,1948,1603,1278,300,66,10,1,1,1
"동대문구",답십리2동,12516,4694,3232,2402,1693,379,91,16,8,1,-
"동대문구",장안1동,18499,8461,4197,3044,2123,539,96,27,8,4,-
"동대문구",장안2동,14121,5198,3275,2792,2231,472,122,22,4,2,3
"동대문구",이문1동,10692,6896,1721,1031,791,190,46,11,4,2,-
"동대문구",이문2동,8702,3307,2080,1605,1304,318,69,15,3,1,-
"동대문구",답십리1동,12862,5327,2782,2435,1786,425,72,23,10,2,-
"중랑구",소계,187489,83632,45652,30627,21497,4852,952,214,37,17,9
"중랑구",면목2동,12221,5932,2894,1875,1189,266,47,10,7,1,-
"중랑구",면목4동,8941,3904,2244,1473,1021,242,45,12,-,-,-
"중랑구",면목5동,6444,2210,1673,1393,943,189,25,9,1,1,-
"중랑구",면목7동,10571,4717,2647,1747,1162,236,50,8,3,1,-
"중랑구",상봉1동,10141,3419,2586,2100,1658,310,54,12,-,2,-
"중랑구",상봉2동,12356,7728,2451,1308,684,142,32,9,-,1,1
