"동별(1)",동별(2),2023. 10,2023. 10,2023. 10,2023. 10,2023. 10,2023. 10,2023. 10,2023. 10,2023. 10,2023. 10,2023. 10
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,72132,37741,14420,10224,7299,1847,436,109,32,10,14
"종로구",사직동,4545,2301,926,650,512,112,26,12,2,1,3
"종로구",삼청동,1114,543,261,141,108,45,12,3,1,-,-
"종로구",부암동,4135,1662,989,757,526,148,37,12,3,-,1
"종로구",평창동,7142,2267,1769,1472,1160,353,85,21,12,-,3
"종로구",무악동,3013,703,749,704,670,148,27,8,1,1,2
"종로구",교남동,4342,1622,1049,888,636,124,13,8,1,1,-
"종로구",가회동,1912,920,400,325,194,53,16,3,-,-,1
"종로구",종로1.2.3.4가동,4922,3937,495,267,168,38,14,2,-,1,-
"종로구",종로5.6가동,3594,2580,499,301,168,36,7,3,-,-,-
"종로구",이화동,4239,2757,733,408,255,64,16,3,1,1,1
"종로구",창신1동,2643,1561,557,316,148,48,9,4,-,-,-
"종로구",창신2동,3998,2045,966,535,346,78,25,2,1,-,-
"종로구",창신3동,2774,936,737,588,386,107,16,4,-,-,-
"종로구",숭인1동,2990,1489,700,432,282,66,20,1,-,-,-
"종로구",숭인2동,6582,4738,994,474,294,69,11,2,-,-,-
"종로구",청운효자동,5047,1959,1168,972,702,181,45,12,5,3,-
"종로구",혜화동,9140,5721,1428,994,744,177,57,9,5,2,3
"중구",소계,64590,34399,14079,8722,5608,1329,311,92,30,7,13
"중구",소공동,1240,743,236,154,89,11,3,2,1,-,1
"중구",회현동,2493,1507,450,280,181,53,12,8,1,1,-
"중구",명동,1399,974,220,112,66,18,2,3,1,1,2
"중구",필동,2490,1678,414,207,136,40,10,3,1,-,1
"중구",장충동,2860,1934,460,237,161,47,14,4,1,1,1
"중구",광희동,3915,2846,592,282,136,36,17,4,2,-,-
"중구",을지로동,2103,1550,336,133,70,11,3,-,-,-,-
"중구",신당5동,5344,2771,1215,716,496,115,19,7,3,2,-
"중구",황학동,7411,4384,1573,838,487,101,19,6,1,1,1
"중구",중림동,5898,2698,1310,1013,670,162,35,7,3,-,-
"중구",신당동,4722,3142,870,399,223,67,15,5,1,-,-
"중구",다산동,6789,3299,1629,996,681,138,29,11,4,-,2
"중구",약수동,7767,3183,2120,1435,795,166,49,16,-,-,3
"중구",청구동,6176,2569,1603,1055,721,182,37,5,2,1,1
"중구",동화동,3983,1121,1051,865,696,182,47,11,9,-,1
"용산구",소계,108907,53887,23898,16161,11306,2747,659,169,46,17,17
"용산구",후암동,8249,4231,1804,1173,761,211,43,19,3,-,4
"용산구",용산2가동,5047,2808,1190,598,330,96,21,3,1,-,-
"용산구",남영동,4860,3734,593,293,182,47,7,3,-,-,1
"용산구",원효로2동,6224,2543,1443,1129,843,200,43,14,4,2,3
"용산구",효창동,4716,1738,1181,876,708,148,49,9,2,4,1
"용산구",용문동,5317,2126,1337,1017,654,143,28,7,5,-,-
"용산구",이촌1동,9155,1839,2253,2413,2049,461,102,23,9,4,2
"용산구",이촌2동,3600,1314,1012,702,431,111,22,8,-,-,-
"용산구",이태원1동,3439,1983,741,399,240,53,20,2,1,-,-
"용산구",이태원2동,4830,2714,1072,584,339,84,30,5,2,-,-
"용산구",서빙고동,5093,1684,1202,935,908,275,68,16,5,-,-
"용산구",보광동,6770,3718,1574,851,501,101,21,2,1,1,-
"용산구",청파동,11177,7004,2152,1058,701,197,49,10,1,2,3
"용산구",원효로1동,9303,5166,1839,1243,830,180,34,6,3,1,1
"용산구",한강로동,11313,6089,2349,1562,1024,210,57,15,5,1,1
"용산구",한남동,9814,5196,2156,1328,805,230,65,27,4,2,1
"성동구",소계,133253,58974,30339,23161,16406,3349,776,177,47,14,10
"성동구",왕십리2동,7388,2997,1717,1390,1002,207,57,12,5,-,1
"성동구",마장동,10877,5361,2328,1625,1200,256,85,11,5,3,3
"성동구",사근동,8249,6208,977,543,415,87,11,8,-,-,-
"성동구",행당1동,6467,2837,1375,1184,852,177,28,11,2,1,-
"성동구",행당2동,9253,2490,2476,2213,1673,305,73,15,5,1,2
"성동구",응봉동,5952,1604,1475,1420,1171,224,42,10,4,2,-
"성동구",금호1가동,6522,2293,1668,1384,926,191,44,12,3,1,-
"성동구",금호4가동,6395,2341,1666,1325,849,168,37,8,1,-,-
"성동구",성수1가1동,7450,3297,1738,1260,925,175,46,6,3,-,-
"성동구",성수1가2동,5930,2771,1343,956,678,138,34,7,2,1,-
"성동구",성수2가1동,7652,3890,1745,1092,727,148,39,9,2,-,-
"성동구",성수2가3동,5260,2763,1085,701,540,133,29,8,1,-,-
"성동구",송정동,5371,2966,1165,655,450,110,18,5,-,2,-
"성동구",용답동,7670,5226,1277,613,428,93,28,3,-,1,1
"성동구",왕십리도선동,12193,5149,2695,2218,1688,333,81,22,5,1,1
"성동구",금호2.3가동,9878,3572,2632,2013,1326,264,47,17,6,-,1
"성동구",옥수동,10746,3209,2977,2569,1556,340,77,13,3,1,1
"광진구",소계,170271,85087,35397,25403,19339,3873,857,232,59,12,12
"광진구",화양동,18277,15098,1957,691,414,85,25,5,1,-,1
"광진구",군자동,11356,7056,2064,1258,771,153,37,13,3,1,-
"광진구",중곡1동,8636,4855,1932,1057,633,122,27,9,-,1,-
"광진구",중곡2동,10589,5213,2479,1551,1037,241,52,12,3,1,-
"광진구",중곡3동,8534,4464,2047,1126,696,173,19,7,2,-,-
"광진구",중곡4동,13062,5428,3346,2285,1546,344,81,25,5,1,1
"광진구",능동,6461,3887,1281,703,442,106,36,5,1,-,-
"광진구",구의1동,13112,7625,2605,1547,1046,233,44,9,1,-,2
"광진구",구의2동,11465,4387,2769,2144,1676,373,79,28,4,1,4
"광진구",구의3동,12054,4388,2711,2448,2017,383,78,22,6,-,1
"광진구",광장동,11848,2294,2109,3193,3513,568,132,24,13,2,-
"광진구",자양1동,12007,6655,2533,1458,1083,221,40,12,3,2,-
"광진구",자양2동,10902,4420,2577,2058,1441,310,70,20,6,-,-
"광진구",자양3동,10980,3227,2608,2490,2128,391,92,31,8,3,2
"광진구",자양4동,10988,6090,2379,1394,896,170,45,10,3,-,1
"동대문구",소계,173003,86335,36370,25923,18833,4312,939,211,53,20,7
"동대문구",회기동,6683,4703,906,524,430,91,25,2,1,-,1
"동대문구",휘경1동,7695,4588,1332,876,691,162,38,6,-,2,-
"동대문구",휘경2동,12719,6821,2443,1712,1339,327,61,11,3,1,1
"동대문구",청량리동,10108,5345,2324,1330,847,198,49,10,3,2,-
"동대문구",용신동,21717,12782,4041,2616,1807,363,88,15,3,2,-
"동대문구",제기동,13109,7656,2576,1534,1029,226,69,14,2,1,2
"동대문구",전농1동,15886,7706,3381,2531,1769,392,74,24,7,1,1
"동대문구",전농2동,7558,2387,1934,1639,1223,304,59,9,2,1,-
"동대문구",답십리2동,12495,4729,3267,2374,1634,380,86,19,5,1,-
"동대문구",장안1동,18323,8445,4176,2957,2087,518,106,26,5,2,1
"동대문구",장안2동,14379,5410,3363,2788,2208,461,113,25,8,2,1
"동대문구",이문1동,10759,7018,1720,1022,758,178,42,13,6,2,-
"동대문구",이문2동,8690,3344,2089,1588,1273,317,65,12,2,-,-
"동대문구",답십리1동,12882,5401,2818,2432,1738,395,64,25,6,3,-
"중랑구",소계,187858,84752,45965,30546,20783,4615,898,228,48,16,7
"중랑구",면목2동,12249,5962,2995,1819,1158,257,43,8,6,1,-
"중랑구",면목4동,8955,3969,2289,1450,976,209,50,11,1,-,-
"중랑구",면목5동,6427,2197,1703,1379,932,176,26,11,1,2,-
"중랑구",면목7동,10556,4774,2673,1698,1134,214,47,9,6,1,-
"중랑구",상봉1동,10140,3542,2547,2074,1598,313,51,10,3,2,-
"중랑구",상봉2동,12590,8014,2443,1292,667,129,32,11,1,1,-
"중랑구",중화1동,8934,3624,2382,1639,1011,224,41,10,2,-,1
"중랑구",중화2동,13457,7471,3126,1643,957,199,44,13,3,-,1
"중랑구",묵1동,14945,5613,3614,2828,2207,541,111,26,3,2,-
"중랑구",묵2동,9217,4295,2349,1419,902,204,38,7,3,-,-
"중랑구",망우3동,8204,4008,2007,1274,711,164,29,8,2,1,-
"중랑구",신내1동,14915,4008,3948,3151,2806,789,161,40,7,3,2
"중랑구",신내2동,8925,3197,2456,1778,1186,241,50,13,3,-,1
"중랑구",면목본동,17802,9323,4168,2501,1441,300,55,10,2,1,1
"중랑구",면목3.8동,12803,6266,3230,1828,1176,243,47,11,1,1,-
"중랑구",망우본동,17739,8489,4035,2773,1921,412,73,30,4,1,1
"성북구",소계,197271,83183,44422,34639,27298,6004,1290,299,80,25,31
"성북구",돈암1동,6054,1906,1633,1272,984,202,47,7,-,2,1
"성북구",돈암2동,8535,1779,2056,2144,1946,461,113,24,8,1,3
"성북구",안암동,9873,7070,1388,759,507,117,24,5,1,1,1
"성북구",보문동,8146,3956,1789,1230,931,190,38,9,1,1,1
"성북구",정릉1동,7351,2333,1752,1605,1283,292,64,17,1,2,2
"성북구",정릉2동,9930,3529,2552,2020,1407,309,76,29,6,1,1
"성북구",정릉3동,8251,4818,1652,945,626,152,43,7,3,2,3
"성북구",정릉4동,10776,3980,2778,2071,1506,327,83,23,4,3,1
"성북구",길음1동,12496,2561,2616,3195,3382,598,111,15,9,4,5
"성북구",길음2동,8700,2522,2038,1971,1711,373,65,15,5,-,-
"성북구",월곡1동,10773,3486,2714,2236,1822,398,90,20,5,1,1
"성북구",월곡2동,9684,4891,2049,1390,1045,238,53,11,6,1,-
"성북구",장위1동,10613,4120,2644,1929,1468,363,72,14,1,1,1
"성북구",장위2동,6637,3049,1713,1051,606,163,46,8,-,1,-
"성북구",장위3동,6480,2162,1419,1380,1235,233,39,9,2,1,-
"성북구",성북동,8130,4112,1817,1134,769,211,60,13,7,-,7
"성북구",삼선동,11453,5990,2297,1561,1215,289,71,23,6,-,1
"성북구",동선동,9665,6671,1506,798,536,123,21,5,3,1,1
"성북구",종암동,17084,6862,3855,3135,2519,585,93,24,9,2,-
"성북구",석관동,16640,7386,4154,2813,1800,380,81,21,3,-,2
"강북구",소계,143963,66466,35287,22701,15063,3470,760,147,40,15,14
"강북구",번1동,10330,6106,2181,1157,708,134,35,6,2,1,-
"강북구",번2동,7418,3160,2163,1231,650,163,42,6,1,1,1
"강북구",번3동,7666,2909,2289,1314,881,224,40,8,1,-,-
