"동별(1)",동별(2),2023. 12,2023. 12,2023. 12,2023. 12,2023. 12,2023. 12,2023. 12,2023. 12,2023. 12,2023. 12,2023. 12
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,72067,37728,14439,10174,7268,1853,437,107,37,11,13
"종로구",사직동,4536,2299,917,666,491,119,24,13,3,1,3
"종로구",삼청동,1120,555,258,137,108,44,13,4,1,-,-
"종로구",부암동,4133,1674,988,750,523,146,37,11,3,-,1
"종로구",평창동,7135,2260,1795,1443,1164,352,85,18,15,-,3
"종로구",무악동,3008,707,748,693,676,147,27,7,1,1,1
"종로구",교남동,4344,1621,1055,886,629,125,16,9,1,2,-
"종로구",가회동,1910,921,397,325,195,52,16,3,-,-,1
"종로구",종로1.2.3.4가동,4903,3921,488,270,167,40,13,3,-,1,-
"종로구",종로5.6가동,3581,2570,499,294,170,37,8,3,-,-,-
"종로구",이화동,4211,2731,732,408,256,60,18,3,1,1,1
"종로구",창신1동,2626,1547,554,311,154,47,9,4,-,-,-
"종로구",창신2동,3983,2031,966,537,343,77,25,3,1,-,-
"종로구",창신3동,2769,946,737,573,383,110,16,4,-,-,-
"종로구",숭인1동,2995,1489,703,437,276,69,20,1,-,-,-
"종로구",숭인2동,6651,4795,1007,476,295,66,10,2,-,-,-
"종로구",청운효자동,5048,1964,1170,958,706,185,45,11,6,3,-
"종로구",혜화동,9114,5697,1425,1010,732,177,55,8,5,2,3
"중구",소계,64714,34519,14159,8683,5583,1312,318,88,32,7,13
"중구",소공동,1237,738,237,151,93,10,3,3,1,-,1
"중구",회현동,2502,1515,450,280,183,50,14,8,1,1,-
"중구",명동,1375,950,220,114,65,16,3,3,1,1,2
"중구",필동,2495,1679,416,208,137,42,8,3,1,-,1
"중구",장충동,2834,1918,449,238,162,45,16,3,1,1,1
"중구",광희동,3967,2899,596,279,134,37,16,3,3,-,-
"중구",을지로동,2130,1548,364,137,67,11,3,-,-,-,-
"중구",신당5동,5393,2799,1246,716,491,108,20,8,3,2,-
"중구",황학동,7429,4406,1571,836,481,107,20,5,1,1,1
"중구",중림동,5940,2751,1304,1015,665,159,36,7,3,-,-
"중구",신당동,4708,3131,871,396,220,71,13,5,1,-,-
"중구",다산동,6811,3312,1641,994,683,136,29,10,4,-,2
"중구",약수동,7752,3189,2124,1412,797,163,48,15,1,-,3
"중구",청구동,6153,2566,1596,1049,714,178,40,6,2,1,1
"중구",동화동,3988,1118,1074,858,691,179,49,9,9,-,1
"용산구",소계,107825,53331,23776,15953,11137,2729,651,166,49,16,17
"용산구",후암동,8257,4243,1810,1174,755,209,38,22,2,-,4
"용산구",용산2가동,5032,2786,1208,591,328,94,21,3,1,-,-
"용산구",남영동,4853,3723,601,292,178,48,7,3,-,-,1
"용산구",원효로2동,6254,2577,1457,1127,824,202,43,14,5,2,3
"용산구",효창동,4725,1759,1182,876,697,149,46,9,2,4,1
"용산구",용문동,5314,2136,1335,1008,650,149,25,6,5,-,-
"용산구",이촌1동,9126,1810,2269,2407,2043,452,109,21,9,4,2
"용산구",이촌2동,3591,1310,1025,697,420,109,20,9,-,1,-
"용산구",이태원1동,3435,1978,749,391,239,55,21,2,-,-,-
"용산구",이태원2동,4850,2705,1105,584,332,87,29,5,3,-,-
"용산구",서빙고동,5094,1687,1216,931,894,280,64,16,6,-,-
"용산구",보광동,6279,3469,1466,778,446,97,20,2,-,1,-
"용산구",청파동,11124,7001,2123,1054,696,185,49,9,2,2,3
"용산구",원효로1동,9279,5170,1832,1219,837,177,33,6,3,1,1
"용산구",한강로동,11260,6056,2354,1547,1012,214,56,14,6,-,1
"용산구",한남동,9352,4921,2044,1277,786,222,70,25,5,1,1
"성동구",소계,133089,58976,30362,23104,16281,3351,767,180,49,9,10
"성동구",왕십리2동,7385,3002,1737,1383,977,211,57,13,4,-,1
"성동구",마장동,10850,5355,2325,1617,1190,261,81,11,5,2,3
"성동구",사근동,8198,6165,974,536,417,86,12,8,-,-,-
"성동구",행당1동,6441,2805,1383,1178,853,179,31,10,1,1,-
"성동구",행당2동,9227,2456,2514,2191,1665,308,70,15,5,1,2
"성동구",응봉동,5950,1618,1475,1412,1166,222,42,10,4,1,-
"성동구",금호1가동,6503,2291,1674,1373,916,192,41,12,3,1,-
"성동구",금호4가동,6403,2354,1667,1328,845,162,38,8,1,-,-
"성동구",성수1가1동,7434,3313,1719,1255,921,174,44,6,2,-,-
"성동구",성수1가2동,5911,2767,1328,973,670,129,36,5,2,1,-
"성동구",성수2가1동,7642,3887,1736,1092,731,145,39,9,3,-,-
"성동구",성수2가3동,5225,2730,1085,708,535,129,29,8,1,-,-
"성동구",송정동,5365,2972,1164,657,441,107,18,6,-,-,-
"성동구",용답동,7722,5284,1278,612,419,96,28,3,1,-,1
"성동구",왕십리도선동,12184,5162,2682,2217,1676,336,80,23,6,1,1
"성동구",금호2.3가동,9893,3598,2632,2007,1318,267,45,19,6,-,1
"성동구",옥수동,10756,3217,2989,2565,1541,347,76,14,5,1,1
"광진구",소계,170077,85080,35410,25354,19207,3859,842,239,62,11,13
"광진구",화양동,18136,14966,1963,681,413,84,22,5,1,-,1
"광진구",군자동,11312,7040,2045,1252,768,152,38,13,3,1,-
"광진구",중곡1동,8651,4885,1937,1048,615,129,28,9,-,-,-
"광진구",중곡2동,10572,5225,2473,1546,1020,240,53,11,2,1,1
"광진구",중곡3동,8518,4463,2029,1133,701,162,20,7,3,-,-
"광진구",중곡4동,13066,5430,3357,2273,1557,335,80,27,5,1,1
"광진구",능동,6480,3927,1267,707,431,105,36,6,1,-,-
"광진구",구의1동,13100,7638,2590,1549,1037,229,44,9,2,-,2
"광진구",구의2동,11485,4441,2768,2130,1663,371,77,25,5,1,4
"광진구",구의3동,12051,4375,2732,2430,2011,393,77,26,6,-,1
"광진구",광장동,11855,2312,2126,3211,3474,569,123,27,11,2,-
"광진구",자양1동,11985,6650,2533,1451,1073,221,39,13,3,2,-
"광진구",자양2동,10913,4448,2579,2053,1431,305,71,20,6,-,-
"광진구",자양3동,10967,3224,2609,2492,2112,393,91,31,10,3,2
"광진구",자양4동,10986,6056,2402,1398,901,171,43,10,4,-,1
"동대문구",소계,172801,86129,36435,25929,18810,4279,927,208,55,20,9
"동대문구",회기동,6641,4663,901,530,429,93,21,2,1,-,1
"동대문구",휘경1동,7678,4584,1322,876,683,167,37,7,-,2,-
"동대문구",휘경2동,12645,6757,2467,1700,1332,313,60,11,3,1,1
"동대문구",청량리동,10103,5353,2314,1335,843,191,50,11,3,2,1
"동대문구",용신동,21692,12739,4042,2638,1821,350,82,15,3,2,-
"동대문구",제기동,13018,7614,2561,1528,1000,227,69,13,2,2,2
"동대문구",전농1동,16061,7804,3384,2563,1806,398,72,25,7,1,1
"동대문구",전농2동,7544,2390,1936,1633,1213,303,57,9,2,1,-
"동대문구",답십리2동,12477,4702,3280,2372,1627,382,89,18,6,1,-
"동대문구",장안1동,18300,8454,4176,2944,2069,515,109,25,5,2,1
"동대문구",장안2동,14417,5385,3412,2798,2219,459,107,26,7,2,2
"동대문구",이문1동,10684,6957,1708,1023,750,182,44,13,6,1,-
