"동별(1)",동별(2),2022. 06,2022. 06,2022. 06,2022. 06,2022. 06,2022. 06,2022. 06,2022. 06,2022. 06,2022. 06,2022. 06
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,73728,38455,14562,10377,7722,1968,475,112,37,9,11
"종로구",사직동,4674,2345,960,695,504,118,31,17,1,-,3
"종로구",삼청동,1193,603,254,156,118,42,15,5,-,-,-
"종로구",부암동,4235,1691,984,785,568,155,39,7,3,1,2
"종로구",평창동,7438,2421,1842,1464,1266,327,84,19,12,1,2
"종로구",무악동,3060,718,736,717,692,162,22,11,-,1,1
"종로구",교남동,4432,1658,1065,900,640,131,27,8,1,2,-
"종로구",가회동,1988,966,422,308,209,57,20,3,2,-,1
"종로구",종로1.2.3.4가동,5294,4245,529,273,185,44,11,5,2,-,-
"종로구",종로5.6가동,3411,2471,483,262,151,37,5,2,-,-,-
"종로구",이화동,4369,2815,751,423,293,63,16,4,2,2,-
"종로구",창신1동,2855,1749,556,304,169,58,15,4,-,-,-
"종로구",창신2동,4044,2017,947,566,375,111,25,1,2,-,-
"종로구",창신3동,2800,954,711,595,393,122,23,1,1,-,-
"종로구",숭인1동,2993,1489,676,440,291,75,19,3,-,-,-
"종로구",숭인2동,6423,4557,958,492,323,75,15,3,-,-,-
"종로구",청운효자동,5210,2010,1191,983,762,198,49,8,7,2,-
"종로구",혜화동,9309,5746,1497,1014,783,193,59,11,4,-,2
"중구",소계,63958,33447,13939,8764,5872,1443,351,94,23,5,20
"중구",소공동,1303,796,244,171,73,12,3,2,1,-,1
"중구",회현동,2697,1646,469,300,202,57,11,9,1,1,1
"중구",명동,1560,1096,233,124,76,19,4,3,2,-,3
"중구",필동,2498,1674,407,226,135,44,10,1,-,-,1
"중구",장충동,2851,1907,459,238,172,54,16,1,1,-,3
"중구",광희동,3453,2413,540,292,145,41,17,2,2,1,-
"중구",을지로동,1352,1110,154,51,24,9,3,1,-,-,-
"중구",신당5동,5385,2765,1216,737,505,130,22,7,2,1,-
"중구",황학동,7216,4154,1543,860,518,105,25,9,-,1,1
"중구",중림동,5689,2479,1291,1007,706,162,33,9,2,-,-
"중구",신당동,4840,3180,878,443,249,64,19,5,1,-,1
"중구",다산동,6926,3318,1681,1003,710,162,38,10,2,-,2
"중구",약수동,7843,3180,2138,1392,858,202,52,15,2,-,4
"중구",청구동,6280,2552,1632,1085,770,184,49,3,2,1,2
"중구",동화동,4065,1177,1054,835,729,198,49,17,5,-,1
"용산구",소계,111860,55353,24028,16623,12087,2805,720,162,51,13,18
"용산구",후암동,8436,4243,1841,1228,832,213,51,16,6,2,4
"용산구",용산2가동,5229,2898,1215,620,377,93,22,3,1,-,-
"용산구",남영동,5156,3975,624,290,202,43,14,7,-,-,1
"용산구",원효로2동,6063,2345,1377,1160,898,203,61,14,1,1,3
"용산구",효창동,4669,1717,1141,854,727,169,45,11,2,2,1
"용산구",용문동,5389,2149,1295,1052,712,131,38,8,2,1,1
"용산구",이촌1동,9532,2100,2284,2421,2126,457,107,24,9,3,1
"용산구",이촌2동,3671,1332,981,735,466,121,27,8,1,-,-
"용산구",이태원1동,3611,2107,758,409,258,55,19,3,2,-,-
"용산구",이태원2동,4937,2740,1092,621,351,98,29,5,1,-,-
"용산구",서빙고동,5315,1822,1177,944,986,309,60,14,3,-,-
"용산구",보광동,7336,4033,1644,944,564,116,31,4,-,-,-
"용산구",청파동,11186,6937,2080,1134,779,190,50,10,1,1,4
"용산구",원효로1동,8762,4682,1760,1240,861,175,30,6,6,1,1
"용산구",한강로동,11641,6300,2445,1560,1055,206,54,13,7,-,1
"용산구",한남동,10927,5973,2314,1411,893,226,82,16,9,2,1
"성동구",소계,134327,58478,30215,23694,17372,3509,783,189,57,18,12
"성동구",왕십리2동,7392,2949,1714,1386,1063,204,62,9,3,1,1
"성동구",마장동,11053,5323,2405,1679,1269,277,75,11,8,3,3
"성동구",사근동,8201,6105,1006,530,430,106,16,8,-,-,-
"성동구",행당1동,6526,2844,1402,1170,886,172,38,10,3,1,-
"성동구",행당2동,9211,2418,2429,2197,1743,322,74,21,4,2,1
"성동구",응봉동,6036,1685,1429,1414,1221,223,46,9,6,2,1
"성동구",금호1가동,6506,2162,1662,1450,985,192,43,9,3,-,-
"성동구",금호4가동,6343,2254,1621,1375,894,158,31,8,2,-,-
"성동구",성수1가1동,7746,3338,1787,1327,1041,199,44,4,6,-,-
