"동별(1)",동별(2),2022. 11,2022. 11,2022. 11,2022. 11,2022. 11,2022. 11,2022. 11,2022. 11,2022. 11,2022. 11,2022. 11
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,72666,37791,14429,10275,7614,1928,466,111,33,7,12
"종로구",사직동,4590,2332,918,676,503,110,31,15,2,-,3
"종로구",삼청동,1153,569,256,142,124,42,15,5,-,-,-
"종로구",부암동,4164,1654,976,774,555,153,38,9,3,-,2
"종로구",평창동,7274,2329,1804,1465,1228,327,87,20,12,-,2
"종로구",무악동,3020,703,738,702,687,157,21,10,-,1,1
"종로구",교남동,4387,1643,1044,899,636,132,23,8,-,2,-
"종로구",가회동,1934,916,421,312,206,56,16,5,-,1,1
"종로구",종로1.2.3.4가동,4933,3932,501,270,171,42,12,3,2,-,-
"종로구",종로5.6가동,3512,2522,490,278,175,38,7,2,-,-,-
"종로구",이화동,4299,2762,752,422,275,64,17,4,1,2,-
"종로구",창신1동,2719,1636,556,289,166,55,13,4,-,-,-
"종로구",창신2동,3999,2000,950,543,377,100,25,2,2,-,-
"종로구",창신3동,2775,938,704,595,394,118,23,2,1,-,-
"종로구",숭인1동,2972,1486,671,431,290,73,19,2,-,-,-
"종로구",숭인2동,6561,4700,964,494,312,74,15,2,-,-,-
"종로구",청운효자동,5148,1966,1191,982,750,194,50,8,6,1,-
"종로구",혜화동,9226,5703,1493,1001,765,193,54,10,4,-,3
"중구",소계,63167,32950,13881,8674,5794,1376,348,95,26,6,17
"중구",소공동,1292,780,243,169,82,8,6,2,1,-,1
"중구",회현동,2546,1528,449,297,195,54,11,10,1,1,-
"중구",명동,1481,1037,219,120,76,16,5,4,1,-,3
"중구",필동,2458,1635,416,214,139,42,9,2,-,-,1
"중구",장충동,2855,1936,439,239,174,46,15,2,1,-,3
"중구",광희동,3414,2399,533,276,143,37,20,3,2,1,-
"중구",을지로동,1284,1052,150,49,23,7,3,-,-,-,-
"중구",신당5동,5331,2733,1215,713,514,126,20,8,1,1,-
"중구",황학동,7181,4113,1568,849,514,101,25,9,-,1,1
"중구",중림동,5729,2514,1314,985,709,165,31,9,2,-,-
"중구",신당동,4797,3178,868,428,236,63,18,5,1,-,-
"중구",다산동,6814,3268,1654,993,693,151,41,10,2,-,2
"중구",약수동,7780,3126,2136,1417,840,191,50,14,2,-,4
"중구",청구동,6211,2528,1635,1070,747,176,46,5,2,1,1
"중구",동화동,3994,1123,1042,855,709,193,48,12,10,1,1
"용산구",소계,109905,54081,23764,16481,11816,2800,698,177,53,17,18
"용산구",후암동,8286,4160,1814,1219,811,208,42,20,6,2,4
"용산구",용산2가동,5079,2805,1175,618,367,91,19,3,1,-,-
"용산구",남영동,5021,3851,616,288,198,45,14,8,-,1,-
"용산구",원효로2동,6094,2388,1389,1142,890,207,59,12,3,1,3
"용산구",효창동,4695,1720,1156,877,720,162,44,11,2,2,1
"용산구",용문동,5327,2124,1295,1048,668,144,34,10,2,2,-
"용산구",이촌1동,9160,1864,2204,2383,2113,443,112,28,9,2,2
"용산구",이촌2동,3598,1298,959,735,453,120,25,7,1,-,-
"용산구",이태원1동,3471,1995,745,397,251,59,21,2,1,-,-
"용산구",이태원2동,4846,2683,1080,602,349,94,33,3,2,-,-
"용산구",서빙고동,5153,1722,1174,932,937,311,55,19,3,-,-
"용산구",보광동,7098,3879,1614,925,532,116,28,3,-,1,-
"용산구",청파동,11084,6885,2075,1114,747,199,46,12,1,1,4
"용산구",원효로1동,9187,4995,1847,1256,862,179,32,8,5,2,1
"용산구",한강로동,11403,6144,2366,1570,1052,193,55,13,8,-,2
"용산구",한남동,10403,5568,2255,1375,866,229,79,18,9,3,1
"성동구",소계,133435,58232,30129,23438,17085,3509,772,188,55,17,10
"성동구",왕십리2동,7400,2980,1691,1397,1051,204,61,11,3,1,1
"성동구",마장동,10921,5249,2374,1657,1260,274,82,11,9,2,3
"성동구",사근동,8183,6118,976,542,429,98,11,9,-,-,-
"성동구",행당1동,6467,2825,1385,1180,857,173,31,12,3,1,-
"성동구",행당2동,9254,2497,2435,2175,1717,328,71,24,4,2,1
"성동구",응봉동,5934,1589,1453,1406,1187,231,50,10,5,2,1
"성동구",금호1가동,6519,2200,1666,1439,958,202,41,9,3,1,-
"성동구",금호4가동,6285,2237,1635,1338,867,169,31,6,2,-,-
"성동구",성수1가1동,7664,3305,1804,1311,999,193,42,4,6,-,-
"성동구",성수1가2동,5934,2730,1333,989,695,149,29,6,2,1,-
"성동구",성수2가1동,7952,4024,1773,1161,789,162,32,7,3,1,-
"성동구",성수2가3동,5354,2808,1084,714,566,141,31,8,1,-,1
"성동구",송정동,5463,2973,1156,697,482,126,22,6,-,1,-
"성동구",용답동,7296,4919,1188,618,440,96,26,7,-,-,2
"성동구",왕십리도선동,12093,4987,2647,2258,1737,351,80,26,5,1,1
"성동구",금호2.3가동,9957,3591,2573,2066,1368,284,55,15,4,1,-
"성동구",옥수동,10759,3200,2956,2490,1683,328,77,17,5,3,-
"광진구",소계,169376,83692,35141,25387,19863,4077,912,219,59,13,13
"광진구",화양동,18297,15057,1975,688,447,92,28,8,-,1,1
"광진구",군자동,11379,6994,2047,1340,774,162,46,11,3,1,1
"광진구",중곡1동,8508,4689,1893,1078,659,150,30,9,-,-,-
