"동별(1)",동별(2),2021. 12,2021. 12,2021. 12,2021. 12,2021. 12,2021. 12,2021. 12,2021. 12,2021. 12,2021. 12,2021. 12
"동별(1)",동별(2),전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상
"종로구",소계,73494,37857,14520,10424,7973,2050,475,133,40,10,12
"종로구",사직동,4696,2356,955,697,520,115,32,17,1,-,3
"종로구",삼청동,1229,625,252,164,131,36,16,5,-,-,-
"종로구",부암동,4265,1689,990,772,594,166,38,10,2,2,2
"종로구",평창동,7509,2457,1838,1479,1277,341,79,20,13,3,2
"종로구",무악동,3069,703,718,741,696,174,22,13,-,1,1
"종로구",교남동,4458,1656,1068,903,661,132,29,6,2,1,-
"종로구",가회동,1991,944,432,313,215,57,22,5,2,-,1
"종로구",종로1.2.3.4가동,5247,4186,524,282,188,46,14,5,2,-,-
"종로구",종로5.6가동,3385,2421,493,257,169,37,6,2,-,-,-
"종로구",이화동,4298,2730,735,441,293,72,17,7,2,1,-
"종로구",창신1동,2823,1691,560,311,182,59,16,4,-,-,-
"종로구",창신2동,4043,1994,965,533,405,116,24,4,2,-,-
"종로구",창신3동,2798,928,707,602,407,129,23,-,2,-,-
"종로구",숭인1동,2970,1466,677,421,304,78,21,2,1,-,-
"종로구",숭인2동,6285,4415,945,488,338,81,13,5,-,-,-
"종로구",청운효자동,5241,2000,1175,1011,778,210,47,11,7,2,-
"종로구",혜화동,9187,5596,1486,1009,815,201,56,17,4,-,3
"중구",소계,63519,32752,13879,8846,6080,1453,371,91,24,6,17
"중구",소공동,1296,788,233,177,78,13,3,2,1,-,1
"중구",회현동,2748,1702,464,287,217,56,12,8,1,1,-
"중구",명동,1539,1077,223,128,79,20,4,3,2,-,3
"중구",필동,2479,1656,399,234,137,42,9,-,1,-,1
"중구",장충동,2750,1799,446,240,187,54,18,2,1,1,2
"중구",광희동,3390,2338,543,298,148,41,19,1,1,-,1
"중구",을지로동,1345,1096,160,51,25,10,2,1,-,-,-
"중구",신당5동,5387,2750,1204,745,521,130,28,5,3,1,-
"중구",황학동,7088,4001,1546,876,522,107,25,9,-,1,1
"중구",중림동,5671,2439,1293,1009,725,158,36,11,-,-,-
"중구",신당동,4729,3063,876,431,264,70,18,5,2,-,-
"중구",다산동,6886,3240,1672,1019,733,170,36,11,3,-,2
"중구",약수동,7834,3117,2147,1401,891,202,59,11,2,-,4
"중구",청구동,6287,2513,1629,1096,802,183,52,6,3,2,1
"중구",동화동,4090,1173,1044,854,751,197,50,16,4,-,1
"용산구",소계,111036,54174,23871,16680,12390,2952,708,174,53,16,18
"용산구",후암동,8465,4224,1817,1262,861,227,46,16,6,2,4
"용산구",용산2가동,5247,2883,1196,652,388,102,20,5,1,-,-
"용산구",남영동,5189,3990,618,294,226,38,15,7,-,-,1
"용산구",원효로2동,5985,2246,1361,1151,940,204,62,13,3,1,4
"용산구",효창동,4375,1621,1051,810,663,169,46,11,2,2,-
"용산구",용문동,5377,2087,1320,1026,734,159,37,9,3,2,-
"용산구",이촌1동,9542,2070,2249,2415,2177,479,108,30,10,3,1
"용산구",이촌2동,3693,1318,1007,724,477,126,29,9,3,-,-
"용산구",이태원1동,3628,2083,775,433,254,59,20,3,1,-,-
"용산구",이태원2동,4918,2673,1103,641,361,103,29,5,1,1,1
"용산구",서빙고동,5322,1799,1188,935,1017,310,60,11,2,-,-
"용산구",보광동,7427,4065,1660,958,575,128,35,4,2,-,-
"용산구",청파동,11080,6761,2060,1152,826,215,47,13,1,1,4
"용산구",원효로1동,8105,4039,1705,1231,909,180,26,8,4,2,1
"용산구",한강로동,11713,6338,2450,1573,1067,204,59,15,6,-,1
"용산구",한남동,10970,5977,2311,1423,915,249,69,15,8,2,1
"성동구",소계,134233,57653,30288,23757,17768,3646,824,214,55,18,10
"성동구",왕십리2동,7411,2919,1728,1410,1054,214,68,12,4,1,1
"성동구",마장동,10968,5211,2383,1662,1317,290,77,14,9,3,2
"성동구",사근동,7945,5837,989,548,433,113,17,7,1,-,-
"성동구",행당1동,6468,2759,1409,1177,888,185,35,12,2,1,-
"성동구",행당2동,9220,2353,2467,2195,1767,329,80,21,5,2,1
"성동구",응봉동,6063,1658,1413,1447,1237,242,47,12,5,1,1
"성동구",금호1가동,6552,2176,1674,1425,1012,209,45,10,1,-,-
"성동구",금호4가동,6370,2283,1609,1361,910,160,31,13,3,-,-
"성동구",성수1가1동,7784,3368,1780,1297,1078,202,47,6,5,1,-
"성동구",성수1가2동,6175,2858,1363,1013,740,160,31,7,2,1,-
"성동구",성수2가1동,8163,4099,1822,1194,834,161,39,8,4,2,-
"성동구",성수2가3동,5554,2925,1120,727,577,150,40,12,1,-,2
"성동구",송정동,5600,3015,1159,739,516,133,31,6,-,1,-
"성동구",용답동,7075,4573,1231,660,474,101,26,8,-,1,1
"성동구",왕십리도선동,11867,4759,2567,2261,1813,350,82,24,8,2,1
"성동구",금호2.3가동,10118,3645,2605,2074,1419,298,53,20,3,-,1
"성동구",옥수동,10900,3215,2969,2567,1699,349,75,22,2,2,-
"광진구",소계,167949,81256,34893,25510,20777,4248,935,241,56,17,16
"광진구",화양동,17777,14496,1969,710,482,88,22,8,1,-,1
"광진구",군자동,11323,6869,2069,1294,843,185,46,12,3,1,1
"광진구",중곡1동,8378,4462,1905,1089,715,159,37,9,1,1,-
"광진구",중곡2동,10645,4961,2531,1645,1163,275,54,10,5,1,-
"광진구",중곡3동,8461,4279,1999,1139,824,186,24,9,1,-,-
"광진구",중곡4동,13174,5220,3313,2477,1675,375,85,21,5,2,1
"광진구",능동,6401,3728,1298,735,483,112,36,8,1,-,-
"광진구",구의1동,12154,7041,2472,1388,965,228,45,10,2,-,3
"광진구",구의2동,11593,4308,2727,2200,1824,404,90,30,5,2,3
"광진구",구의3동,12156,4289,2688,2431,2203,428,86,23,6,1,1
"광진구",광장동,11910,2256,2089,3086,3668,626,143,29,9,2,2
"광진구",자양1동,11911,6403,2492,1574,1122,260,44,8,5,2,1
"광진구",자양2동,11014,4215,2649,2069,1636,339,80,21,3,1,1
"광진구",자양3동,11093,3153,2594,2421,2368,408,105,31,8,4,1
"광진구",자양4동,9959,5576,2098,1252,806,175,38,12,1,-,1
"동대문구",소계,168219,82531,34995,25490,19363,4536,984,232,59,19,10
"동대문구",회기동,6549,4491,924,554,447,101,24,5,2,1,-
"동대문구",휘경1동,7624,4435,1326,903,729,183,38,9,-,1,-
"동대문구",휘경2동,12114,6230,2223,1764,1463,341,72,15,4,-,2
"동대문구",청량리동,9675,4812,2235,1372,945,244,57,7,3,-,-
"동대문구",용신동,18938,12046,3294,1915,1293,296,74,16,4,-,-
"동대문구",제기동,13423,7504,2733,1629,1156,303,76,15,4,2,1
"동대문구",전농1동,14863,7452,3100,2285,1572,365,61,20,5,1,2
"동대문구",전농2동,7642,2342,1933,1625,1344,312,71,11,3,-,1
"동대문구",답십리2동,12656,4715,3195,2433,1792,398,97,19,6,1,-
"동대문구",장안1동,18428,8304,4197,3032,2201,566,94,25,7,2,-
"동대문구",장안2동,14056,5129,3209,2783,2299,476,120,32,5,2,1
